Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_By,Canceled_Reason,Incomplete_Ride,Incomplete_Ride_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
2026-02-07,03:19:33,OLA422346,Success,Cust_1967,Bike,Airport,MG Road,10,39,NA,NA,No,NA,948.86,Credit Card,63.26,3,4
2026-02-28,08:38:33,OLA697025,Success,Cust_2514,Lux,Airport,Indiranagar,7,40,NA,NA,No,NA,496.23,Credit Card,33.08,4,5
2026-02-01,20:45:53,OLA230597,Success,Cust_3472,Bike,Whitefield,MG Road,2,35,NA,NA,No,NA,146.7,Cash,9.78,4,5
2026-01-30,21:58:10,OLA715195,Incomplete,Cust_4027,Prime Play,Indiranagar,HSR Layout,4,10,NA,NA,Yes,Medical Emergency,76.97,Credit Card,5.13,0,0
2026-02-01,15:02:04,OLA735243,Success,Cust_388,Lux,Airport,HSR Layout,10,43,NA,NA,No,NA,584.17,Cash,38.94,4,4
2026-02-24,13:31:18,OLA141184,Success,Cust_4773,Prime Play,Whitefield,Airport,3,37,NA,NA,No,NA,744.79,UPI,49.65,3,3
2026-01-22,18:53:53,OLA168585,Success,Cust_3541,Prime Sedan,MG Road,Indiranagar,10,20,NA,NA,No,NA,175.56,Wallet,11.7,5,5
2026-02-23,21:24:37,OLA824502,Success,Cust_3301,Bike,Whitefield,Indiranagar,11,40,NA,NA,No,NA,361.89,Cash,24.13,3,4
2026-01-26,09:40:00,OLA383922,Success,Cust_2231,Bike,HSR Layout,Electronic City,9,28,NA,NA,No,NA,165.81,Cash,11.05,4,3
2026-01-16,13:36:46,OLA505949,Success,Cust_3035,Prime Sedan,Airport,Electronic City,7,30,NA,NA,No,NA,765.28,UPI,51.02,4,3
2026-02-10,22:46:43,OLA927700,Success,Cust_1084,Auto,Airport,Koramangala,8,38,NA,NA,No,NA,272.96,Wallet,18.2,5,4
2026-02-26,18:43:24,OLA995754,Success,Cust_2574,Bike,Koramangala,Whitefield,11,13,NA,NA,No,NA,590.73,Cash,39.38,5,5
2026-02-26,05:06:38,OLA396092,Success,Cust_2552,Auto,Airport,Whitefield,12,27,NA,NA,No,NA,763.21,UPI,50.88,3,4
2026-02-24,15:40:42,OLA279535,Success,Cust_1030,Prime Sedan,MG Road,Indiranagar,6,22,NA,NA,No,NA,227.38,UPI,15.16,3,4
2026-02-14,14:44:03,OLA336406,Incomplete,Cust_2090,Mini,Koramangala,Electronic City,10,7,NA,NA,Yes,Accident,150.87,Cash,10.06,0,0
2026-01-26,07:02:56,OLA194947,Cancelled,Cust_1588,Prime Play,HSR Layout,MG Road,2,0,Customer,Wrong location,No,NA,0.0,UPI,0.0,0,0
2026-01-04,19:48:29,OLA382813,Cancelled,Cust_1017,Auto,Airport,Electronic City,5,0,Driver,Wrong location,No,NA,0.0,Cash,0.0,0,0
2026-02-15,17:55:08,OLA346358,Cancelled,Cust_2200,Bike,Koramangala,Airport,3,0,Driver,Driver refused,No,NA,0.0,Credit Card,0.0,0,0
2026-01-19,00:51:04,OLA568613,Success,Cust_1081,Prime Play,Electronic City,Koramangala,12,36,NA,NA,No,NA,777.14,UPI,51.81,5,4
2026-02-28,01:29:32,OLA786906,Success,Cust_3492,Lux,Electronic City,Whitefield,4,45,NA,NA,No,NA,141.82,Cash,9.45,5,4
2026-02-19,19:31:08,OLA713920,Success,Cust_666,Prime Play,MG Road,Koramangala,10,18,NA,NA,No,NA,770.53,Wallet,51.37,4,5
2026-02-19,01:04:54,OLA336972,Success,Cust_4973,Auto,Airport,MG Road,6,15,NA,NA,No,NA,155.22,Wallet,10.35,4,5
2026-01-12,18:48:51,OLA225128,Incomplete,Cust_970,Prime Sedan,Electronic City,Indiranagar,10,6,NA,NA,Yes,Accident,68.65,Wallet,4.58,0,0
2026-01-02,18:17:36,OLA966526,Success,Cust_1985,Lux,HSR Layout,Electronic City,7,7,NA,NA,No,NA,517.48,Wallet,34.5,4,3
2026-01-25,06:14:58,OLA716870,Success,Cust_4248,Auto,Electronic City,Koramangala,2,34,NA,NA,No,NA,645.18,Wallet,43.01,5,3
2026-01-13,03:58:46,OLA875754,Cancelled,Cust_2145,Auto,HSR Layout,MG Road,5,0,Customer,Late arrival,No,NA,0.0,Wallet,0.0,0,0
2026-02-27,16:47:14,OLA497395,Success,Cust_3675,Prime Play,Koramangala,HSR Layout,2,16,NA,NA,No,NA,579.59,Wallet,38.64,5,3
2026-02-11,05:07:09,OLA668622,Success,Cust_4049,Prime Sedan,Whitefield,Indiranagar,6,42,NA,NA,No,NA,827.61,Credit Card,55.17,5,3
2026-01-02,11:11:48,OLA991994,Cancelled,Cust_1887,Lux,Whitefield,HSR Layout,4,0,Customer,Changed mind,No,NA,0.0,Wallet,0.0,0,0
2026-01-02,10:49:30,OLA955821,Incomplete,Cust_4926,Prime Sedan,Indiranagar,Whitefield,7,9,NA,NA,Yes,Medical Emergency,51.31,Credit Card,3.42,0,0
2026-02-16,06:48:18,OLA668415,Success,Cust_2491,Lux,Indiranagar,MG Road,9,14,NA,NA,No,NA,282.9,Cash,18.86,3,4
2026-02-11,04:21:12,OLA324653,Cancelled,Cust_4522,Prime Sedan,Whitefield,MG Road,4,0,Driver,Wrong location,No,NA,0.0,Credit Card,0.0,0,0
2026-01-09,23:10:21,OLA695975,Cancelled,Cust_3900,Prime Play,Whitefield,Indiranagar,5,0,Driver,Driver refused,No,NA,0.0,UPI,0.0,0,0
2026-01-25,22:54:51,OLA266174,Success,Cust_3940,Lux,Indiranagar,Electronic City,2,41,NA,NA,No,NA,135.85,Credit Card,9.06,4,4
2026-01-29,03:24:56,OLA219236,Success,Cust_1360,Prime Sedan,Whitefield,MG Road,6,34,NA,NA,No,NA,1197.72,Wallet,79.85,4,3
2026-02-03,19:03:37,OLA277275,Success,Cust_1059,Prime Play,Airport,Indiranagar,5,41,NA,NA,No,NA,1183.19,Credit Card,78.88,5,4
2026-01-08,02:47:24,OLA756718,Success,Cust_1086,Auto,Electronic City,HSR Layout,6,27,NA,NA,No,NA,709.67,Wallet,47.31,4,4
2026-02-15,23:30:15,OLA432381,Success,Cust_148,Bike,Indiranagar,HSR Layout,11,17,NA,NA,No,NA,398.91,Wallet,26.59,5,3
2026-02-03,15:15:09,OLA526014,Success,Cust_2352,Mini,MG Road,Indiranagar,2,45,NA,NA,No,NA,1129.15,Wallet,75.28,3,3
2026-01-15,09:35:53,OLA928964,Success,Cust_3783,Prime Sedan,Airport,Electronic City,5,27,NA,NA,No,NA,877.75,Cash,58.52,4,4
2026-03-01,21:37:54,OLA975675,Success,Cust_1364,Mini,MG Road,HSR Layout,4,41,NA,NA,No,NA,983.96,UPI,65.6,4,3
2026-02-14,01:10:02,OLA219996,Incomplete,Cust_2186,Prime Sedan,Koramangala,Airport,8,2,NA,NA,Yes,Medical Emergency,180.26,Cash,12.02,0,0
2026-02-11,07:44:46,OLA998922,Success,Cust_2916,Auto,Electronic City,Airport,4,13,NA,NA,No,NA,369.91,Credit Card,24.66,3,4
2026-02-07,03:02:18,OLA972611,Success,Cust_3483,Prime Sedan,Airport,Koramangala,10,37,NA,NA,No,NA,983.2,Credit Card,65.55,4,4
2026-02-26,22:07:00,OLA180240,Success,Cust_3513,Prime Play,Koramangala,Whitefield,6,7,NA,NA,No,NA,140.78,UPI,9.39,4,5
2026-01-14,11:10:32,OLA104438,Cancelled,Cust_2767,Lux,Electronic City,Koramangala,4,0,Driver,Driver refused,No,NA,0.0,UPI,0.0,0,0
2026-01-05,09:45:09,OLA689861,Success,Cust_3121,Prime Sedan,MG Road,HSR Layout,5,16,NA,NA,No,NA,620.38,Wallet,41.36,3,5
2026-01-05,23:33:51,OLA868528,Success,Cust_2144,Mini,Electronic City,Airport,7,40,NA,NA,No,NA,1142.95,Credit Card,76.2,4,3
2026-01-11,03:11:41,OLA454927,Success,Cust_775,Lux,Indiranagar,Airport,10,8,NA,NA,No,NA,364.05,Cash,24.27,5,5
2026-02-27,23:34:34,OLA754350,Cancelled,Cust_4597,Prime Sedan,MG Road,Airport,2,0,Customer,Driver refused,No,NA,0.0,UPI,0.0,0,0
2026-01-26,17:37:37,OLA377627,Cancelled,Cust_1021,Prime Play,Koramangala,MG Road,5,0,Customer,Changed mind,No,NA,0.0,Wallet,0.0,0,0
2026-02-04,11:37:47,OLA293850,Success,Cust_491,Mini,Koramangala,Whitefield,12,5,NA,NA,No,NA,857.05,Credit Card,57.14,3,5
2026-02-13,02:48:33,OLA509955,Success,Cust_3866,Mini,HSR Layout,Airport,3,37,NA,NA,No,NA,198.93,Cash,13.26,5,5
2026-02-26,22:20:14,OLA723596,Success,Cust_3001,Bike,Koramangala,HSR Layout,2,8,NA,NA,No,NA,639.64,Cash,42.64,5,3
2026-02-23,05:50:27,OLA926533,Success,Cust_499,Prime Sedan,Electronic City,Indiranagar,11,8,NA,NA,No,NA,915.49,UPI,61.03,3,4
2026-02-10,07:09:23,OLA132573,Success,Cust_4665,Prime Play,HSR Layout,Airport,6,37,NA,NA,No,NA,348.64,Credit Card,23.24,5,3
2026-01-19,18:25:34,OLA614781,Success,Cust_1651,Mini,Indiranagar,Whitefield,12,18,NA,NA,No,NA,1166.22,Wallet,77.75,4,5
2026-02-27,05:23:38,OLA307411,Cancelled,Cust_1680,Bike,Whitefield,Koramangala,5,0,Driver,Late arrival,No,NA,0.0,Cash,0.0,0,0
2026-01-21,13:06:20,OLA352034,Success,Cust_3926,Prime Play,Airport,Koramangala,3,10,NA,NA,No,NA,254.04,Wallet,16.94,3,5
2026-01-09,19:01:06,OLA597448,Success,Cust_1180,Mini,Airport,Whitefield,5,26,NA,NA,No,NA,531.82,Cash,35.45,3,5
2026-02-09,15:06:16,OLA582222,Success,Cust_2382,Auto,Indiranagar,HSR Layout,11,45,NA,NA,No,NA,690.84,Credit Card,46.06,3,4
2026-02-13,11:34:51,OLA702317,Success,Cust_2620,Prime Sedan,Electronic City,Indiranagar,9,12,NA,NA,No,NA,906.01,Wallet,60.4,4,5
2026-02-23,07:34:59,OLA829532,Incomplete,Cust_3506,Auto,MG Road,Koramangala,9,7,NA,NA,Yes,Medical Emergency,108.26,Credit Card,7.22,0,0
2026-02-08,03:58:13,OLA136746,Success,Cust_2078,Auto,Whitefield,Indiranagar,6,24,NA,NA,No,NA,515.25,Credit Card,34.35,3,5
2026-01-04,11:00:18,OLA260854,Cancelled,Cust_2438,Mini,MG Road,HSR Layout,1,0,Driver,Driver refused,No,NA,0.0,UPI,0.0,0,0
2026-01-07,02:22:00,OLA845502,Incomplete,Cust_3770,Bike,Airport,MG Road,4,5,NA,NA,Yes,Vehicle Breakdown,104.96,UPI,7.0,0,0
2026-01-12,04:52:23,OLA369247,Cancelled,Cust_2053,Mini,Koramangala,Airport,4,0,Customer,Wrong location,No,NA,0.0,Cash,0.0,0,0
2026-01-30,22:16:55,OLA832427,Success,Cust_177,Bike,Electronic City,Whitefield,2,10,NA,NA,No,NA,344.96,UPI,23.0,4,4
2026-02-05,15:23:31,OLA149073,Success,Cust_320,Lux,Koramangala,Airport,12,26,NA,NA,No,NA,795.92,Cash,53.06,4,4
2026-02-24,23:03:57,OLA301430,Success,Cust_1571,Bike,Airport,Whitefield,12,21,NA,NA,No,NA,1002.3,Cash,66.82,5,5
2026-01-13,05:06:09,OLA199392,Success,Cust_1765,Auto,Indiranagar,HSR Layout,8,34,NA,NA,No,NA,266.34,Credit Card,17.76,3,5
2026-02-09,09:43:57,OLA579589,Success,Cust_1,Prime Sedan,Indiranagar,HSR Layout,12,18,NA,NA,No,NA,592.66,Credit Card,39.51,4,4
2026-01-19,09:34:05,OLA374483,Cancelled,Cust_3588,Prime Play,Airport,Whitefield,2,0,Customer,Changed mind,No,NA,0.0,Cash,0.0,0,0
2026-02-15,15:13:15,OLA323684,Success,Cust_3364,Bike,Airport,HSR Layout,6,43,NA,NA,No,NA,228.06,Cash,15.2,5,4
2026-01-29,00:34:56,OLA155289,Success,Cust_3129,Auto,Electronic City,Indiranagar,11,27,NA,NA,No,NA,1170.32,Wallet,78.02,3,3
2026-01-06,18:19:43,OLA170466,Cancelled,Cust_4505,Lux,Koramangala,Whitefield,5,0,Driver,Late arrival,No,NA,0.0,Wallet,0.0,0,0
2026-01-18,00:22:46,OLA147643,Success,Cust_431,Auto,Whitefield,Koramangala,4,26,NA,NA,No,NA,1155.53,Cash,77.04,5,5
2026-02-25,20:48:50,OLA746267,Success,Cust_1530,Auto,MG Road,HSR Layout,3,44,NA,NA,No,NA,628.11,Cash,41.87,4,4
2026-01-29,08:11:01,OLA252617,Success,Cust_1526,Prime Play,Airport,Whitefield,3,22,NA,NA,No,NA,269.52,Credit Card,17.97,3,3
2026-02-09,10:39:21,OLA534684,Success,Cust_3354,Prime Play,Whitefield,Koramangala,11,19,NA,NA,No,NA,901.05,Credit Card,60.07,4,3
2026-01-12,18:29:55,OLA334090,Success,Cust_1462,Mini,Koramangala,Indiranagar,9,42,NA,NA,No,NA,729.22,Credit Card,48.61,5,3
2026-02-03,17:02:13,OLA275552,Cancelled,Cust_1961,Lux,MG Road,Whitefield,3,0,Driver,Driver refused,No,NA,0.0,Credit Card,0.0,0,0
2026-01-12,20:33:49,OLA823766,Success,Cust_4022,Prime Sedan,Airport,Whitefield,3,28,NA,NA,No,NA,1042.78,Wallet,69.52,5,5
2026-01-29,07:04:08,OLA642797,Success,Cust_3855,Mini,Koramangala,MG Road,12,45,NA,NA,No,NA,957.05,Wallet,63.8,3,3
2026-01-19,10:26:31,OLA177187,Success,Cust_4995,Prime Play,MG Road,Indiranagar,12,34,NA,NA,No,NA,577.54,UPI,38.5,5,5
2026-02-25,09:09:44,OLA239604,Success,Cust_2925,Auto,HSR Layout,Indiranagar,7,21,NA,NA,No,NA,691.88,Wallet,46.13,3,3
2026-01-08,22:09:29,OLA213698,Success,Cust_4526,Lux,Electronic City,Whitefield,2,15,NA,NA,No,NA,1171.11,Credit Card,78.07,5,4
2026-01-22,09:02:43,OLA400424,Success,Cust_3140,Auto,MG Road,Airport,7,9,NA,NA,No,NA,462.36,Cash,30.82,3,4
2026-02-21,14:39:18,OLA589163,Success,Cust_777,Auto,Whitefield,Airport,2,19,NA,NA,No,NA,1077.71,UPI,71.85,5,3
2026-02-22,10:01:32,OLA774940,Cancelled,Cust_558,Bike,Whitefield,Koramangala,4,0,Driver,Changed mind,No,NA,0.0,Wallet,0.0,0,0
2026-02-24,19:14:54,OLA872285,Success,Cust_3486,Prime Sedan,Koramangala,Airport,4,41,NA,NA,No,NA,1017.72,Cash,67.85,4,3
2026-01-21,04:18:37,OLA884012,Success,Cust_3753,Lux,Indiranagar,Whitefield,11,39,NA,NA,No,NA,1007.04,Cash,67.14,4,5
2026-01-09,17:51:08,OLA507323,Success,Cust_816,Auto,Koramangala,Indiranagar,11,10,NA,NA,No,NA,603.4,Cash,40.23,4,3
2026-01-21,08:29:42,OLA512062,Cancelled,Cust_1368,Prime Sedan,Electronic City,Indiranagar,4,0,Driver,Changed mind,No,NA,0.0,UPI,0.0,0,0
2026-01-20,04:54:36,OLA939863,Success,Cust_688,Auto,MG Road,Whitefield,10,16,NA,NA,No,NA,224.66,Credit Card,14.98,5,5
2026-02-09,08:25:04,OLA767049,Incomplete,Cust_3750,Mini,Koramangala,HSR Layout,3,10,NA,NA,Yes,Accident,173.84,Credit Card,11.59,0,0
2026-01-18,13:51:43,OLA837581,Success,Cust_1236,Lux,HSR Layout,Indiranagar,5,34,NA,NA,No,NA,144.98,Wallet,9.67,4,5
2026-01-23,09:41:43,OLA664880,Success,Cust_1236,Bike,Whitefield,MG Road,10,15,NA,NA,No,NA,1005.6,Credit Card,67.04,4,5
2026-01-30,13:42:04,OLA900394,Success,Cust_393,Lux,Indiranagar,Airport,9,44,NA,NA,No,NA,955.3,Wallet,63.69,5,5
2026-02-04,09:01:35,OLA724368,Cancelled,Cust_4499,Prime Play,MG Road,Airport,3,0,Customer,Driver refused,No,NA,0.0,UPI,0.0,0,0
2026-01-05,06:52:01,OLA667236,Cancelled,Cust_4905,Auto,HSR Layout,MG Road,2,0,Customer,Late arrival,No,NA,0.0,Cash,0.0,0,0
2026-02-27,03:40:36,OLA204478,Cancelled,Cust_4767,Bike,Indiranagar,Whitefield,1,0,Driver,Changed mind,No,NA,0.0,Cash,0.0,0,0
2026-01-04,21:54:13,OLA235896,Cancelled,Cust_3925,Bike,Electronic City,Indiranagar,1,0,Driver,Wrong location,No,NA,0.0,Credit Card,0.0,0,0
2026-01-23,03:17:58,OLA154442,Success,Cust_2113,Mini,MG Road,Electronic City,12,14,NA,NA,No,NA,1055.92,UPI,70.39,4,5
2026-02-16,11:10:59,OLA416605,Success,Cust_2964,Lux,Indiranagar,HSR Layout,8,28,NA,NA,No,NA,1150.28,UPI,76.69,5,5
2026-01-15,17:35:31,OLA384501,Success,Cust_3506,Prime Sedan,Electronic City,Whitefield,2,18,NA,NA,No,NA,416.89,Credit Card,27.79,3,4
2026-01-25,09:20:48,OLA624785,Success,Cust_1508,Prime Play,Whitefield,Indiranagar,3,21,NA,NA,No,NA,178.48,UPI,11.9,5,5
2026-02-09,16:42:00,OLA549101,Success,Cust_1070,Mini,Whitefield,MG Road,9,33,NA,NA,No,NA,193.1,Wallet,12.87,4,4
2026-02-11,06:38:37,OLA424789,Success,Cust_4431,Prime Play,Koramangala,Whitefield,4,32,NA,NA,No,NA,108.42,Wallet,7.23,5,4
2026-01-18,20:51:58,OLA740695,Success,Cust_1478,Prime Play,MG Road,Indiranagar,3,15,NA,NA,No,NA,869.28,Wallet,57.95,4,4
2026-01-28,19:37:57,OLA901095,Success,Cust_4772,Lux,Indiranagar,MG Road,12,20,NA,NA,No,NA,940.29,Credit Card,62.69,5,4
2026-01-21,08:20:14,OLA366778,Cancelled,Cust_4750,Mini,Indiranagar,Koramangala,4,0,Driver,Changed mind,No,NA,0.0,Cash,0.0,0,0
2026-02-04,11:47:29,OLA753153,Success,Cust_3704,Mini,MG Road,Koramangala,7,16,NA,NA,No,NA,308.92,Cash,20.59,3,4
2026-01-26,19:13:47,OLA324925,Success,Cust_3540,Bike,Indiranagar,Airport,6,10,NA,NA,No,NA,973.45,Wallet,64.9,5,3
2026-01-16,05:26:18,OLA267197,Success,Cust_169,Prime Play,Airport,Indiranagar,3,14,NA,NA,No,NA,183.61,Cash,12.24,4,4
2026-02-06,17:52:22,OLA325472,Success,Cust_735,Lux,Airport,MG Road,12,43,NA,NA,No,NA,918.41,Cash,61.23,3,5
2026-01-22,09:50:44,OLA435214,Success,Cust_744,Mini,Indiranagar,Whitefield,2,9,NA,NA,No,NA,193.59,Wallet,12.91,5,4
2026-01-12,07:19:47,OLA986040,Success,Cust_2153,Bike,Airport,HSR Layout,8,18,NA,NA,No,NA,287.02,Wallet,19.13,4,4
2026-02-25,05:08:44,OLA417571,Incomplete,Cust_3612,Bike,MG Road,HSR Layout,10,5,NA,NA,Yes,Accident,191.21,Wallet,12.75,0,0
2026-01-14,10:07:50,OLA567269,Success,Cust_523,Prime Play,MG Road,HSR Layout,11,12,NA,NA,No,NA,377.18,Cash,25.15,4,3
2026-02-07,19:50:05,OLA535750,Success,Cust_573,Prime Sedan,Airport,Electronic City,11,16,NA,NA,No,NA,1102.53,UPI,73.5,4,5
2026-02-10,11:57:01,OLA811709,Success,Cust_911,Bike,Airport,Whitefield,7,38,NA,NA,No,NA,907.1,Cash,60.47,3,5
2026-02-01,10:59:48,OLA270436,Success,Cust_1561,Auto,Airport,Indiranagar,2,18,NA,NA,No,NA,339.49,Cash,22.63,3,4
2026-01-12,00:40:38,OLA517962,Cancelled,Cust_1727,Auto,Whitefield,Koramangala,1,0,Customer,Late arrival,No,NA,0.0,Cash,0.0,0,0
2026-02-22,19:42:20,OLA973856,Cancelled,Cust_700,Lux,Indiranagar,MG Road,2,0,Driver,Wrong location,No,NA,0.0,Cash,0.0,0,0
2026-01-06,07:29:32,OLA775877,Success,Cust_2455,Mini,HSR Layout,Koramangala,11,5,NA,NA,No,NA,850.6,Credit Card,56.71,4,5
2026-01-12,16:12:10,OLA657262,Success,Cust_4327,Prime Sedan,HSR Layout,Indiranagar,2,39,NA,NA,No,NA,346.64,Credit Card,23.11,4,5
2026-01-18,23:43:24,OLA353658,Success,Cust_4655,Mini,Electronic City,MG Road,2,20,NA,NA,No,NA,1119.19,Cash,74.61,5,3
2026-02-17,00:18:40,OLA163448,Success,Cust_409,Mini,Indiranagar,Electronic City,11,41,NA,NA,No,NA,1143.85,Cash,76.26,5,5
2026-02-22,17:52:37,OLA996409,Success,Cust_85,Lux,Koramangala,MG Road,5,16,NA,NA,No,NA,754.02,Wallet,50.27,5,5
2026-02-14,22:40:44,OLA711800,Success,Cust_1294,Lux,Electronic City,Koramangala,2,24,NA,NA,No,NA,913.7,Credit Card,60.91,3,5
2026-01-14,03:20:15,OLA290695,Success,Cust_3249,Mini,Airport,Indiranagar,6,13,NA,NA,No,NA,577.54,Wallet,38.5,5,3
2026-01-01,02:23:23,OLA646758,Success,Cust_3539,Prime Sedan,Indiranagar,Airport,5,37,NA,NA,No,NA,621.07,Cash,41.4,5,3
2026-02-06,14:35:52,OLA651793,Success,Cust_613,Auto,Airport,MG Road,4,17,NA,NA,No,NA,1107.36,UPI,73.82,3,4
2026-02-08,10:53:43,OLA749749,Success,Cust_2016,Lux,MG Road,Whitefield,3,7,NA,NA,No,NA,674.5,Credit Card,44.97,5,4
2026-02-24,07:48:55,OLA498749,Cancelled,Cust_135,Lux,Electronic City,HSR Layout,2,0,Customer,Changed mind,No,NA,0.0,UPI,0.0,0,0
2026-01-16,15:36:08,OLA704569,Success,Cust_3332,Auto,HSR Layout,MG Road,5,27,NA,NA,No,NA,926.24,Wallet,61.75,4,4
2026-02-14,02:34:19,OLA740638,Success,Cust_3079,Auto,Koramangala,Indiranagar,2,11,NA,NA,No,NA,703.57,Credit Card,46.9,5,5
2026-02-10,09:06:08,OLA964698,Success,Cust_3429,Auto,Whitefield,Electronic City,3,9,NA,NA,No,NA,367.34,Wallet,24.49,4,4
2026-01-18,16:57:05,OLA888674,Success,Cust_1167,Lux,Electronic City,HSR Layout,11,44,NA,NA,No,NA,193.28,Cash,12.89,4,3
2026-01-20,13:27:56,OLA935183,Success,Cust_2954,Bike,Indiranagar,Electronic City,10,32,NA,NA,No,NA,193.61,UPI,12.91,5,3
2026-01-27,23:15:48,OLA867258,Cancelled,Cust_2604,Prime Sedan,Koramangala,Airport,1,0,Customer,Wrong location,No,NA,0.0,Cash,0.0,0,0
2026-01-02,00:41:47,OLA335194,Success,Cust_3425,Prime Sedan,Electronic City,HSR Layout,9,5,NA,NA,No,NA,355.98,Wallet,23.73,4,4
2026-01-01,07:01:03,OLA553440,Success,Cust_1473,Prime Sedan,HSR Layout,Airport,10,11,NA,NA,No,NA,873.71,Credit Card,58.25,4,4
2026-01-20,08:18:45,OLA438742,Success,Cust_4079,Prime Sedan,Airport,Koramangala,5,37,NA,NA,No,NA,698.93,Cash,46.6,5,4
2026-01-18,12:44:59,OLA749370,Incomplete,Cust_1513,Prime Sedan,Airport,Indiranagar,3,9,NA,NA,Yes,Vehicle Breakdown,146.01,Credit Card,9.73,0,0
2026-03-01,04:38:32,OLA338555,Success,Cust_1261,Mini,Airport,Electronic City,3,15,NA,NA,No,NA,341.04,Cash,22.74,4,3
2026-02-22,16:52:16,OLA699924,Success,Cust_147,Bike,Koramangala,Whitefield,12,30,NA,NA,No,NA,544.71,Credit Card,36.31,3,3
2026-01-30,21:40:14,OLA198976,Success,Cust_1644,Bike,HSR Layout,Whitefield,3,41,NA,NA,No,NA,174.96,Wallet,11.66,5,3
2026-01-19,05:50:33,OLA523451,Success,Cust_126,Bike,MG Road,Airport,11,28,NA,NA,No,NA,1051.22,UPI,70.08,4,3
2026-01-01,03:19:46,OLA658939,Success,Cust_3132,Auto,Indiranagar,Airport,11,33,NA,NA,No,NA,615.0,Credit Card,41.0,4,4
2026-02-09,06:43:02,OLA708757,Success,Cust_635,Lux,Airport,Indiranagar,6,24,NA,NA,No,NA,767.63,Cash,51.18,5,3
2026-01-29,08:46:00,OLA797101,Success,Cust_4474,Auto,HSR Layout,Whitefield,10,10,NA,NA,No,NA,1097.76,UPI,73.18,4,3
2026-03-02,04:02:24,OLA906547,Success,Cust_1944,Bike,Indiranagar,Electronic City,2,17,NA,NA,No,NA,414.35,Credit Card,27.62,4,3
2026-02-16,10:23:35,OLA562812,Success,Cust_1184,Mini,Indiranagar,MG Road,9,14,NA,NA,No,NA,287.51,Cash,19.17,3,3
2026-02-04,13:40:22,OLA715304,Success,Cust_1052,Auto,HSR Layout,Indiranagar,3,11,NA,NA,No,NA,787.84,Cash,52.52,3,4
2026-01-20,20:13:29,OLA560336,Success,Cust_2916,Auto,MG Road,Indiranagar,3,42,NA,NA,No,NA,1131.23,Credit Card,75.42,4,4
2026-02-14,08:36:43,OLA898074,Success,Cust_2786,Mini,MG Road,Airport,6,28,NA,NA,No,NA,1073.4,Wallet,71.56,4,5
2026-02-04,03:24:41,OLA688202,Success,Cust_1629,Mini,Indiranagar,Whitefield,10,42,NA,NA,No,NA,544.31,UPI,36.29,4,4
2026-01-06,22:36:58,OLA378586,Success,Cust_1864,Prime Sedan,Koramangala,HSR Layout,5,15,NA,NA,No,NA,207.81,Cash,13.85,4,4
2026-01-01,13:41:03,OLA278771,Success,Cust_3742,Lux,Airport,HSR Layout,6,27,NA,NA,No,NA,339.73,Credit Card,22.65,4,5
2026-02-28,01:40:45,OLA180883,Success,Cust_197,Prime Play,Electronic City,Whitefield,5,39,NA,NA,No,NA,626.71,UPI,41.78,4,5
2026-02-16,13:41:59,OLA442076,Success,Cust_1827,Prime Play,Airport,HSR Layout,4,44,NA,NA,No,NA,705.81,Credit Card,47.05,3,3
2026-02-22,09:49:08,OLA153790,Success,Cust_3294,Auto,Electronic City,Koramangala,5,13,NA,NA,No,NA,318.24,Cash,21.22,5,4
2026-01-18,13:42:32,OLA406319,Success,Cust_278,Mini,Airport,Indiranagar,2,15,NA,NA,No,NA,520.15,Wallet,34.68,4,5
2026-02-21,16:03:33,OLA729522,Success,Cust_2981,Lux,Indiranagar,MG Road,11,31,NA,NA,No,NA,441.94,Credit Card,29.46,5,4
2026-01-17,13:37:53,OLA476549,Incomplete,Cust_1681,Lux,Indiranagar,HSR Layout,5,4,NA,NA,Yes,Medical Emergency,156.15,Credit Card,10.41,0,0
2026-02-21,16:18:44,OLA241070,Success,Cust_1788,Bike,Koramangala,Electronic City,11,38,NA,NA,No,NA,203.73,Credit Card,13.58,3,5
2026-01-15,08:33:33,OLA219896,Success,Cust_699,Auto,Koramangala,Indiranagar,10,42,NA,NA,No,NA,273.3,Credit Card,18.22,4,5
2026-02-27,19:32:21,OLA354654,Success,Cust_533,Prime Sedan,HSR Layout,Koramangala,11,17,NA,NA,No,NA,482.29,Cash,32.15,3,4
2026-02-15,01:37:37,OLA265529,Success,Cust_790,Mini,MG Road,Whitefield,10,23,NA,NA,No,NA,382.58,UPI,25.51,5,5
2026-02-20,14:14:07,OLA650080,Success,Cust_676,Lux,MG Road,Koramangala,10,26,NA,NA,No,NA,1106.74,Cash,73.78,4,4
2026-01-31,14:29:38,OLA325697,Success,Cust_286,Mini,Electronic City,Airport,9,41,NA,NA,No,NA,195.16,UPI,13.01,4,4
2026-01-11,17:50:52,OLA971080,Success,Cust_322,Prime Sedan,Whitefield,Airport,2,23,NA,NA,No,NA,1098.72,UPI,73.25,4,3
2026-02-07,03:32:18,OLA496654,Success,Cust_3805,Mini,MG Road,Indiranagar,9,13,NA,NA,No,NA,175.54,Wallet,11.7,5,3
